id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.000000000200000 ,0.000000018300000 ,0.000000000000000 ,0.000000273300000 ,0.000000006300000 ,0.000001002200000 ,0.000000000000000 ,0.000000000000000 ,0.000000003300000 ,0.000000004200000 ,0.000013881000000 ,0.000000000000000 ,0.000000000300000 ,0.000000000000000 ,0.000000257800000 ,0.000000063200000 ,0.000067665600000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000026100000 ,0.000000030900000 ,0.000000010600000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000330217100000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.001418053500000 ,0.000045164500000 ,0.000022747800000 ,0.000000000000000 ,0.000000003300000 ,0.000000030000000 ,0.000000000000000 ,0.000000000800000 ,0.000000000000000 ,0.000000000000000 ,0.000000077600000 ,0.000000000100000 ,0.000000000000000 ,0.000000514000000 ,0.000000000000000 ,0.004499336200000 ,0.000000000000000 ,0.000000000000000 ,0.000000024200000 ,0.000000048500000 ,0.979509399300000 ,0.000000000000000 ,0.000000035200000 ,0.000001195700000 ,0.000096478100000 ,0.000460921900000 ,0.000000000000000 ,0.000000000000000 ,0.000000010000000 ,0.000000000100000 ,0.000000000300000 ,0.000000000200000 ,0.000000000000000 ,0.000993194400000 ,0.000000091700000 ,0.000000000500000 ,0.000000000000000 ,0.000000017700000 ,0.000000000400000 ,0.000000000000000 ,0.000000000000000 ,0.000000231400000 ,0.000000000000000 ,0.002368239000000 ,0.000155678900000 ,0.000000000000000 ,0.000043089200000 ,0.000493126800000 ,0.000000000000000 ,0.000000022600000 ,0.000000000000000 ,0.000000000000000 ,0.007014081600000 ,0.002363011700000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000100605300000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000700000 ,0.000000000000000 ,0.000000000000000 ,0.000001106300000 ,0.000000000000000 
7,0.000000012700000 ,0.000000002100000 ,0.000000271800000 ,0.000182609100000 ,0.000000000000000 ,0.000000072300000 ,0.000003918400000 ,0.000000004800000 ,0.000000001300000 ,0.000000001000000 ,0.000000000300000 ,0.000000000000000 ,0.000000152500000 ,0.000000001500000 ,0.000000001100000 ,0.000000000000000 ,0.000000000100000 ,0.000005668000000 ,0.000000000400000 ,0.004799030300000 ,0.000000030800000 ,0.000000001300000 ,0.000000000700000 ,0.000000000200000 ,0.000000000200000 ,0.000000000000000 ,0.000039448400000 ,0.000000013500000 ,0.000000007000000 ,0.000000000000000 ,0.000000000200000 ,0.000000230200000 ,0.000000052400000 ,0.000000018600000 ,0.000000010900000 ,0.000000000000000 ,0.000875876500000 ,0.000000000000000 ,0.000000081500000 ,0.000000025700000 ,0.000000012200000 ,0.000006097100000 ,0.000000220200000 ,0.000000390600000 ,0.000000000600000 ,0.000105297200000 ,0.000000009200000 ,0.000001409600000 ,0.000000038500000 ,0.000000000500000 ,0.988656613200000 ,0.000000033500000 ,0.000000264900000 ,0.000012141600000 ,0.000044272300000 ,0.000166626200000 ,0.000000174600000 ,0.000000006900000 ,0.000018757500000 ,0.000012659800000 ,0.000000076100000 ,0.000000023900000 ,0.000000004000000 ,0.000000194100000 ,0.000000000100000 ,0.000000092200000 ,0.000000002300000 ,0.000000009700000 ,0.000026297200000 ,0.004443620100000 ,0.000000000100000 ,0.000000000000000 ,0.000000000400000 ,0.000000001900000 ,0.000000000000000 ,0.000000062700000 ,0.000052148100000 ,0.000000222000000 ,0.000000005600000 ,0.000002573900000 ,0.000000066300000 ,0.000000034400000 ,0.000008003200000 ,0.000224168400000 ,0.000002654400000 ,0.000025581700000 ,0.000027521500000 ,0.000240625600000 ,0.000000000000000 ,0.000000028300000 ,0.000000003900000 ,0.000000000100000 ,0.000000000100000 ,0.000000000000000 ,0.000008348700000 ,0.000000017200000 ,0.000005007500000 ,0.000000000300000 ,0.000000032000000 
9,0.000036643500000 ,0.984114111200000 ,0.000000000200000 ,0.000000005600000 ,0.001741196400000 ,0.000000730200000 ,0.000000000000000 ,0.000010183900000 ,0.000608057200000 ,0.000512751600000 ,0.000010660100000 ,0.000069096500000 ,0.000000718500000 ,0.000000260400000 ,0.000341010400000 ,0.000000298300000 ,0.007010798200000 ,0.000000000400000 ,0.000000213500000 ,0.000001671100000 ,0.000038879600000 ,0.000000001900000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000001200000 ,0.004533703100000 ,0.000000000000000 ,0.000000000100000 ,0.000000000000000 ,0.000000000000000 ,0.000000006400000 ,0.000000171700000 ,0.000000387700000 ,0.000000000000000 ,0.000024052400000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000337900000 ,0.000000000000000 ,0.000000000000000 ,0.000000987500000 ,0.000000000000000 ,0.000000092700000 ,0.000000000200000 ,0.000003897300000 ,0.000238255600000 ,0.000000000000000 ,0.000000005800000 ,0.000000000000000 ,0.000000245600000 ,0.000002127800000 ,0.000000010200000 ,0.000008717400000 ,0.000000000000000 ,0.000000000000000 ,0.000000188900000 ,0.000000000100000 ,0.000000000000000 ,0.000000002600000 ,0.000000000500000 ,0.000000070800000 ,0.000000223100000 ,0.000000000500000 ,0.000000000000000 ,0.000000000100000 ,0.000000002000000 ,0.000000002200000 ,0.000000006800000 ,0.000000000400000 ,0.000000081700000 ,0.000106566400000 ,0.000397714100000 ,0.000000000000000 ,0.000007494400000 ,0.000010313200000 ,0.000000000000000 ,0.000000297100000 ,0.000000000000000 ,0.000000000000000 ,0.000000645900000 ,0.000005905700000 ,0.000000014400000 ,0.000000000500000 ,0.000000000000000 ,0.000000033800000 ,0.000000666500000 ,0.000000000000000 ,0.000000060900000 ,0.000000028400000 ,0.000000142800000 ,0.000000372300000 ,0.000029392900000 ,0.000000000000000 ,0.000000086000000 ,0.000129395700000 
12,0.000006421000000 ,0.001673612900000 ,0.000000000100000 ,0.000002745300000 ,0.000000010500000 ,0.000000000100000 ,0.000005043900000 ,0.000358081800000 ,0.000411511000000 ,0.000032292700000 ,0.000000004700000 ,0.000062644900000 ,0.001973369300000 ,0.001112974500000 ,0.001224457300000 ,0.000000000500000 ,0.000000094200000 ,0.002859941000000 ,0.000000039200000 ,0.693970997600000 ,0.000007763600000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.012314188400000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000200000 ,0.000000014800000 ,0.000000069900000 ,0.000000000000000 ,0.000000001300000 ,0.000000004100000 ,0.000000000000000 ,0.000000000100000 ,0.000000000000000 ,0.000000000000000 ,0.006363290700000 ,0.000000000000000 ,0.000000005300000 ,0.000000005000000 ,0.000000066300000 ,0.000000010700000 ,0.190854421500000 ,0.038103124000000 ,0.000000578600000 ,0.000004424000000 ,0.000000000000000 ,0.000000338600000 ,0.000036300500000 ,0.000002511500000 ,0.000000081800000 ,0.000000002100000 ,0.000000000200000 ,0.000003304200000 ,0.000001481200000 ,0.000000097400000 ,0.000000000000000 ,0.000000436300000 ,0.000000014700000 ,0.000000000000000 ,0.000001388700000 ,0.000000000000000 ,0.000000000000000 ,0.000000000600000 ,0.000000025500000 ,0.000000000500000 ,0.000000000100000 ,0.000000000000000 ,0.000000001900000 ,0.000000012100000 ,0.000001573600000 ,0.000000009600000 ,0.000000662500000 ,0.000000034900000 ,0.000000230900000 ,0.000003493000000 ,0.000000000000000 ,0.000000005800000 ,0.000017043500000 ,0.000000357900000 ,0.000344660900000 ,0.000068997200000 ,0.000000001200000 ,0.000000000000000 ,0.000039733500000 ,0.000000000000000 ,0.000020140000000 ,0.000000010700000 ,0.000000309100000 ,0.000577981300000 ,0.047293252400000 ,0.000000000000000 ,0.000000003900000 ,0.000243289400000 
13,0.000000679300000 ,0.000058903700000 ,0.000000000000000 ,0.000000000300000 ,0.000019540800000 ,0.000000000100000 ,0.000000012000000 ,0.000005961100000 ,0.001016057500000 ,0.000248862400000 ,0.000000059300000 ,0.025666278000000 ,0.000003281100000 ,0.000312883700000 ,0.968946657000000 ,0.000000001000000 ,0.000050928700000 ,0.000000363000000 ,0.000000617300000 ,0.000000386100000 ,0.000102891900000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000397243300000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000059700000 ,0.000000000000000 ,0.000000802200000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000070100000 ,0.000000000000000 ,0.000000000000000 ,0.000000000900000 ,0.000000000000000 ,0.000000020000000 ,0.000000135300000 ,0.000708787000000 ,0.000555254700000 ,0.000000000000000 ,0.000000000000000 ,0.000000000400000 ,0.000000899900000 ,0.000000019300000 ,0.000000001900000 ,0.000000004700000 ,0.000000000000000 ,0.000000000000000 ,0.000000065300000 ,0.000000000400000 ,0.000000000000000 ,0.000000014500000 ,0.000000000700000 ,0.000000000100000 ,0.000000009800000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000100000 ,0.000000002700000 ,0.000000118800000 ,0.000000000000000 ,0.000000000100000 ,0.000004729600000 ,0.000001208400000 ,0.000000000000000 ,0.000000155600000 ,0.000000810900000 ,0.000000000400000 ,0.000114025300000 ,0.000000000000000 ,0.000000000000000 ,0.000000937100000 ,0.000000026000000 ,0.000000000100000 ,0.000000008700000 ,0.000000000000000 ,0.000000000100000 ,0.000001562300000 ,0.000000000000000 ,0.000005309800000 ,0.000000116400000 ,0.000108858100000 ,0.000000356700000 ,0.001663861200000 ,0.000000000000000 ,0.000000000200000 ,0.000000157000000 
16,0.000013814300000 ,0.000000257600000 ,0.000040206600000 ,0.917522107000000 ,0.000000000100000 ,0.000000001300000 ,0.000062781100000 ,0.000063606100000 ,0.000000103500000 ,0.000000000500000 ,0.000100030600000 ,0.000000014200000 ,0.000176071500000 ,0.000000146300000 ,0.000000054600000 ,0.000000000000000 ,0.000000031000000 ,0.000218938200000 ,0.000120580900000 ,0.002033771300000 ,0.000003363500000 ,0.000000152700000 ,0.000000054000000 ,0.000000003000000 ,0.000000324300000 ,0.000000050700000 ,0.000525119200000 ,0.000005628300000 ,0.000000497700000 ,0.000000002000000 ,0.000004147200000 ,0.000100768800000 ,0.000156843800000 ,0.000000226400000 ,0.000000374100000 ,0.000000005800000 ,0.000205509900000 ,0.000000000000000 ,0.000000000100000 ,0.000000003700000 ,0.000000001100000 ,0.000001194600000 ,0.000001181700000 ,0.001202178500000 ,0.000015111600000 ,0.000344716700000 ,0.000001199900000 ,0.000000132500000 ,0.000000239900000 ,0.000022562300000 ,0.004807341900000 ,0.000000030600000 ,0.001332480900000 ,0.000018022900000 ,0.000000718300000 ,0.000054428800000 ,0.000000057500000 ,0.000000364100000 ,0.011485611000000 ,0.000001557800000 ,0.016951039400000 ,0.000000026300000 ,0.000175642300000 ,0.000000016200000 ,0.000000080600000 ,0.000036597900000 ,0.000000992400000 ,0.000000812900000 ,0.000272862400000 ,0.002192614600000 ,0.000000009100000 ,0.000000000900000 ,0.000000000100000 ,0.000043965600000 ,0.000000000200000 ,0.000010287600000 ,0.000000541000000 ,0.000000819700000 ,0.000000000200000 ,0.000869547800000 ,0.000000033000000 ,0.002340132000000 ,0.000000252200000 ,0.000047848200000 ,0.000004396600000 ,0.001518448400000 ,0.028141431700000 ,0.000003954400000 ,0.000000000100000 ,0.000028299500000 ,0.000035159100000 ,0.000133086500000 ,0.000054417600000 ,0.000000201100000 ,0.005852423000000 ,0.000009856900000 ,0.000214905700000 ,0.000006961000000 ,0.000407611200000 
19,0.000056251400000 ,0.000000605500000 ,0.000088947400000 ,0.984415896500000 ,0.000000000000000 ,0.000000005200000 ,0.000003067500000 ,0.000004068300000 ,0.000000093300000 ,0.000000000700000 ,0.000253145100000 ,0.000000000400000 ,0.000548430700000 ,0.000000011600000 ,0.000000004500000 ,0.000000000200000 ,0.000000029900000 ,0.000002433000000 ,0.000010981200000 ,0.000446777400000 ,0.000016245500000 ,0.000000925000000 ,0.000000008200000 ,0.000000021200000 ,0.000000027900000 ,0.000000081000000 ,0.000045123900000 ,0.000000313400000 ,0.000000414200000 ,0.000000005800000 ,0.000001127200000 ,0.000314267700000 ,0.001164988100000 ,0.000000360000000 ,0.000000201800000 ,0.000000007900000 ,0.000047432600000 ,0.000000000000000 ,0.000000000500000 ,0.000000015000000 ,0.000000000300000 ,0.000002730000000 ,0.000000373600000 ,0.000040425200000 ,0.000004255100000 ,0.000273189500000 ,0.000002815900000 ,0.000000004600000 ,0.000000077200000 ,0.000001286600000 ,0.001515788800000 ,0.000000185800000 ,0.000036734200000 ,0.000010869800000 ,0.000011574500000 ,0.000282840300000 ,0.000000128300000 ,0.000000003600000 ,0.000319851800000 ,0.000001608100000 ,0.001588033900000 ,0.000000093400000 ,0.000010412700000 ,0.000000000300000 ,0.000004033900000 ,0.000636672400000 ,0.000000063800000 ,0.000000013900000 ,0.001397378400000 ,0.000707618200000 ,0.000000011300000 ,0.000000000000000 ,0.000000000200000 ,0.000000531700000 ,0.000000001300000 ,0.000021223900000 ,0.000000521600000 ,0.000000161400000 ,0.000000000200000 ,0.000457969800000 ,0.000000017300000 ,0.000267355000000 ,0.000000028300000 ,0.000009317200000 ,0.000021377600000 ,0.001421684900000 ,0.000497006500000 ,0.000001454900000 ,0.000000000100000 ,0.000000493900000 ,0.000040442100000 ,0.000018086200000 ,0.000005762300000 ,0.000000183600000 ,0.002337897500000 ,0.000000163100000 ,0.000051140600000 ,0.000005751300000 ,0.000570035300000 
23,0.000000000200000 ,0.000000051200000 ,0.000011506000000 ,0.000000352100000 ,0.000000011300000 ,0.003035340600000 ,0.000024931900000 ,0.000000000000000 ,0.000000000000000 ,0.000000009400000 ,0.000000008700000 ,0.000000021800000 ,0.000000000100000 ,0.000000000300000 ,0.000000000000000 ,0.001404728100000 ,0.000000000000000 ,0.000000000000000 ,0.000001524300000 ,0.000000012800000 ,0.000038919500000 ,0.000003167100000 ,0.000041641600000 ,0.000060148800000 ,0.000159433700000 ,0.000001137200000 ,0.000000117700000 ,0.000000001700000 ,0.988063754400000 ,0.003467275500000 ,0.000357042800000 ,0.000000024900000 ,0.000000085700000 ,0.000002107100000 ,0.000000193900000 ,0.000015667500000 ,0.000000858100000 ,0.000000177300000 ,0.000006027100000 ,0.000000179000000 ,0.000000000700000 ,0.000000000000000 ,0.000032232400000 ,0.000003891100000 ,0.000000000200000 ,0.000000001700000 ,0.000000026300000 ,0.000000000000000 ,0.000000000000000 ,0.000000075800000 ,0.000000008300000 ,0.000000430600000 ,0.000000021000000 ,0.000000018900000 ,0.000003378700000 ,0.001422250900000 ,0.000001693400000 ,0.000000033000000 ,0.000000000000000 ,0.000000296500000 ,0.000000021600000 ,0.000408752200000 ,0.000000289100000 ,0.000000008300000 ,0.000000000600000 ,0.000000160200000 ,0.000044788900000 ,0.000018232100000 ,0.000001560600000 ,0.000017186000000 ,0.001292398000000 ,0.000007173100000 ,0.000020637100000 ,0.000006982700000 ,0.000000000000000 ,0.000000000300000 ,0.000000023900000 ,0.000002638300000 ,0.000000002100000 ,0.000005190100000 ,0.000006729300000 ,0.000000018000000 ,0.000000000100000 ,0.000000000100000 ,0.000000014800000 ,0.000000000100000 ,0.000000007700000 ,0.000001576600000 ,0.000000071900000 ,0.000000000000000 ,0.000000014000000 ,0.000000000000000 ,0.000000050100000 ,0.000000064000000 ,0.000000000000000 ,0.000000000000000 ,0.000004373900000 ,0.000000000200000 ,0.000000215100000 
24,0.000020829400000 ,0.000000220800000 ,0.000000000600000 ,0.000000431800000 ,0.000000040800000 ,0.000000699100000 ,0.000000000000000 ,0.000000000200000 ,0.000381467000000 ,0.000000008800000 ,0.000000561000000 ,0.000000000000000 ,0.000000000600000 ,0.000000000000000 ,0.000000017900000 ,0.000000004000000 ,0.000059274200000 ,0.000000000100000 ,0.000000000000000 ,0.000000027000000 ,0.000007569700000 ,0.000000000300000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000002512900000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000055505000000 ,0.000014958300000 ,0.000005329600000 ,0.000000000000000 ,0.000000002800000 ,0.000000054200000 ,0.000000000000000 ,0.000000001200000 ,0.000000000200000 ,0.000000000000000 ,0.000000182000000 ,0.000000000000000 ,0.000000000000000 ,0.000000020300000 ,0.000000144000000 ,0.000000005700000 ,0.000000000000000 ,0.000000000000000 ,0.000000040500000 ,0.000000000700000 ,0.000023904400000 ,0.000000000000000 ,0.000000000000000 ,0.000000068800000 ,0.000000472800000 ,0.000000003500000 ,0.000000000000000 ,0.000000000500000 ,0.000240446000000 ,0.000000000200000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000001700000 ,0.000000213900000 ,0.000000000000000 ,0.000000000000000 ,0.000000002400000 ,0.000000082700000 ,0.000000000000000 ,0.000000000000000 ,0.000000006600000 ,0.000000000000000 ,0.000006018000000 ,0.000000028800000 ,0.000000000100000 ,0.000000152700000 ,0.000008119500000 ,0.000000000000000 ,0.000000006100000 ,0.000000000000000 ,0.000000000400000 ,0.000001542500000 ,0.999163317700000 ,0.000000000300000 ,0.000000000000000 ,0.000000000000000 ,0.000000000100000 ,0.000000238800000 ,0.000000000200000 ,0.000000000000000 ,0.000000000000000 ,0.000000000300000 ,0.000005458000000 ,0.000000002300000 ,0.000000000000000 ,0.000000000100000 ,0.000000000000000 
28,0.002124525600000 ,0.000267268900000 ,0.000000000100000 ,0.000003734500000 ,0.000000169300000 ,0.000000000200000 ,0.000000015900000 ,0.001428054400000 ,0.983065627900000 ,0.000001131900000 ,0.000052443500000 ,0.000009126400000 ,0.000293912900000 ,0.000004133400000 ,0.000102703400000 ,0.000000000100000 ,0.000145407900000 ,0.000029866400000 ,0.000000331200000 ,0.000065161200000 ,0.000140284000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000039291300000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000013100000 ,0.000016912400000 ,0.000001654900000 ,0.000000000000000 ,0.000000076100000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000000000000000 ,0.000025475100000 ,0.000000000000000 ,0.000000000000000 ,0.000001209400000 ,0.000000012800000 ,0.000000011900000 ,0.000000070600000 ,0.000035057900000 ,0.000072545100000 ,0.000000000800000 ,0.000000000200000 ,0.000000000400000 ,0.000000127600000 ,0.000000095300000 ,0.000000258000000 ,0.000000001600000 ,0.000000000000000 ,0.000000137200000 ,0.000000950400000 ,0.000000014300000 ,0.000000000000000 ,0.000000012700000 ,0.000000000000000 ,0.000000052000000 ,0.000002556800000 ,0.000000000000000 ,0.000000000000000 ,0.000000000700000 ,0.000000091400000 ,0.000000000100000 ,0.000000000000000 ,0.000000000000000 ,0.000000000300000 ,0.000008552200000 ,0.000001300800000 ,0.000000000000000 ,0.000000005300000 ,0.000000032500000 ,0.000000002000000 ,0.000000645500000 ,0.000000000000000 ,0.000000000000000 ,0.000012810500000 ,0.000213859500000 ,0.000000359100000 ,0.000000208500000 ,0.000000000000000 ,0.000000000000000 ,0.000100569600000 ,0.000000000200000 ,0.000024978300000 ,0.000000142900000 ,0.000046489600000 ,0.011029139300000 ,0.000628969600000 ,0.000000000000000 ,0.000000000200000 ,0.000001405100000 
